Run	nr_successes	Running avg
2896	3	0.026934
2897	3	0.026924
2898	2	0.026915
2899	3	0.026906
2900	2	0.026897
2901	3	0.026887
2902	2	0.026878
2903	4	0.026869
2904	4	0.026860
2905	2	0.026850
2906	3	0.026841
2907	1	0.026832
2908	3	0.026823
2909	2	0.026813
2910	3	0.026804
2911	2	0.026795
2912	2	0.026786
2913	4	0.026777
2914	1	0.026767
2915	1	0.026758
2916	3	0.026749
2917	1	0.026740
2918	3	0.026731
2919	1	0.026721
2920	2	0.026712
2921	3	0.026703
2922	3	0.026694
2923	4	0.026685
2924	2	0.026676
2925	2	0.026667
2926	1	0.026658
2927	2	0.026648
2928	1	0.026639
2929	5	0.026972
2930	2	0.026962
2931	4	0.026953
2932	4	0.026944
2933	3	0.026935
2934	3	0.026926
2935	1	0.026917
2936	4	0.026907
2937	5	0.027239
2938	3	0.027229
2939	2	0.027220
2940	3	0.027211
2941	3	0.027202
2942	1	0.027192
2943	2	0.027183
2944	2	0.027174
2945	2	0.027165
2946	2	0.027155
2947	2	0.027146
2948	2	0.027137
2949	3	0.027128
2950	0	0.027119
2951	3	0.027109
2952	4	0.027100
2953	5	0.027430
2954	1	0.027420
2955	2	0.027411
2956	0	0.027402
2957	4	0.027393
2958	2	0.027383
2959	4	0.027374
2960	3	0.027365
2961	2	0.027356
2962	2	0.027346
2963	1	0.027337
2964	4	0.027328
2965	2	0.027319
2966	0	0.027310
2967	2	0.027300
2968	3	0.027291
2969	4	0.027282
2970	2	0.027273
2971	3	0.027264
2972	2	0.027254
2973	3	0.027245
2974	2	0.027236
2975	5	0.027563
2976	2	0.027554
2977	4	0.027545
2978	2	0.027535
2979	2	0.027526
2980	2	0.027517
2981	4	0.027508
2982	3	0.027498
2983	4	0.027489
2984	2	0.027480
2985	3	0.027471
2986	1	0.027461
2987	1	0.027452
2988	3	0.027443
2989	2	0.027434
2990	1	0.027425
2991	2	0.027416
2992	4	0.027406
2993	3	0.027397
2994	3	0.027388
2995	3	0.027379
2996	2	0.027370
2997	2	0.027361
2998	3	0.027352
2999	1	0.027342
3000	3	0.027333
3001	3	0.027324
3002	2	0.027315
3003	3	0.027306
3004	1	0.027297
3005	3	0.027288
3006	3	0.027279
3007	5	0.027602
3008	3	0.027593
3009	3	0.027584
3010	4	0.027575
3011	1	0.027566
3012	4	0.027556
3013	1	0.027547
3014	3	0.027538
3015	2	0.027529
3016	2	0.027520
3017	3	0.027511
3018	2	0.027502
3019	1	0.027493
3020	3	0.027483
3021	2	0.027474
3022	2	0.027465
3023	4	0.027456
3024	3	0.027447
3025	3	0.027438
3026	3	0.027429
3027	2	0.027420
3028	4	0.027411
3029	4	0.027402
3030	4	0.027393
3031	3	0.027384
3032	2	0.027375
3033	3	0.027366
3034	2	0.027357
3035	3	0.027348
3036	1	0.027339
3037	3	0.027330
3038	1	0.027321
3039	4	0.027312
3040	3	0.027303
3041	4	0.027294
3042	1	0.027285
3043	3	0.027276
3044	4	0.027267
3045	5	0.027586
3046	3	0.027577
3047	4	0.027568
3048	2	0.027559
3049	2	0.027550
3050	3	0.027541
3051	4	0.027532
3052	1	0.027523
3053	2	0.027514
3054	3	0.027505
3055	2	0.027496
3056	2	0.027487
3057	3	0.027478
3058	2	0.027469
3059	2	0.027460
3060	0	0.027451
3061	1	0.027442
3062	3	0.027433
3063	3	0.027424
3064	4	0.027415
3065	2	0.027406
3066	3	0.027397
3067	2	0.027388
3068	3	0.027379
3069	3	0.027370
3070	1	0.027362
3071	1	0.027353
3072	2	0.027344
3073	2	0.027335
3074	3	0.027326
3075	2	0.027317
3076	4	0.027308
3077	1	0.027299
3078	3	0.027290
3079	3	0.027282
3080	3	0.027273
3081	3	0.027264
3082	3	0.027255
3083	2	0.027246
3084	1	0.027237
3085	3	0.027229
3086	3	0.027220
3087	1	0.027211
3088	3	0.027202
3089	3	0.027193
3090	1	0.027184
3091	3	0.027176
3092	2	0.027167
3093	4	0.027158
3094	2	0.027149
3095	0	0.027141
3096	5	0.027455
3097	2	0.027446
3098	1	0.027437
3099	1	0.027428
3100	2	0.027419
3101	4	0.027411
3102	2	0.027402
3103	1	0.027393
3104	3	0.027384
3105	3	0.027375
3106	4	0.027366
3107	3	0.027358
3108	2	0.027349
3109	3	0.027340
3110	2	0.027331
3111	3	0.027322
3112	3	0.027314
3113	2	0.027305
3114	1	0.027296
3115	1	0.027287
3116	3	0.027279
3117	4	0.027270
3118	1	0.027261
3119	1	0.027252
3120	3	0.027244
3121	2	0.027235
3122	2	0.027226
3123	4	0.027217
3124	5	0.027529
3125	2	0.027520
3126	3	0.027511
3127	2	0.027502
3128	1	0.027494
3129	2	0.027485
3130	1	0.027476
3131	3	0.027467
3132	3	0.027458
3133	2	0.027450
3134	3	0.027441
3135	3	0.027432
3136	1	0.027423
3137	2	0.027415
3138	2	0.027406
3139	3	0.027397
3140	3	0.027389
3141	3	0.027380
3142	2	0.027371
3143	2	0.027362
3144	2	0.027354
3145	2	0.027345
3146	3	0.027336
3147	3	0.027328
3148	4	0.027319
3149	1	0.027310
3150	1	0.027302
3151	2	0.027293
3152	4	0.027284
3153	1	0.027276
3154	3	0.027267
3155	1	0.027258
3156	4	0.027250
3157	3	0.027241
3158	1	0.027232
3159	4	0.027224
3160	3	0.027215
3161	4	0.027207
3162	3	0.027198
3163	2	0.027189
3164	3	0.027181
3165	2	0.027172
3166	3	0.027164
3167	3	0.027155
3168	2	0.027146
3169	3	0.027138
3170	1	0.027129
3171	4	0.027121
3172	2	0.027112
3173	2	0.027104
3174	2	0.027095
3175	2	0.027087
3176	2	0.027078
3177	3	0.027070
3178	3	0.027061
3179	3	0.027053
3180	4	0.027044
3181	2	0.027036
3182	2	0.027027
3183	4	0.027019
3184	1	0.027010
3185	3	0.027002
3186	2	0.026993
3187	4	0.026985
3188	2	0.026976
3189	2	0.026968
3190	3	0.026959
3191	3	0.026951
3192	3	0.026942
3193	2	0.026934
3194	1	0.026925
3195	4	0.026917
3196	2	0.026909
3197	3	0.026900
3198	1	0.026892
3199	2	0.026883
3200	3	0.026875
3201	2	0.026867
3202	1	0.026858
3203	4	0.026850
3204	4	0.026841
3205	0	0.026833
3206	3	0.026825
3207	3	0.026816
3208	3	0.026808
3209	3	0.026800
3210	5	0.027103
3211	0	0.027094
3212	1	0.027086
3213	3	0.027077
3214	2	0.027069
3215	3	0.027061
3216	1	0.027052
3217	4	0.027044
3218	4	0.027035
3219	3	0.027027
3220	3	0.027019
3221	3	0.027010
3222	3	0.027002
3223	3	0.026993
3224	1	0.026985
3225	2	0.026977
3226	2	0.026968
3227	0	0.026960
3228	4	0.026952
3229	0	0.026943
3230	2	0.026935
3231	1	0.026927
3232	2	0.026918
3233	1	0.026910
3234	3	0.026902
3235	5	0.027202
3236	4	0.027194
3237	2	0.027186
3238	1	0.027177
3239	2	0.027169
3240	2	0.027160
3241	5	0.027461
3242	2	0.027452
3243	1	0.027444
3244	2	0.027435
3245	2	0.027427
3246	4	0.027418
3247	3	0.027410
3248	3	0.027401
3249	2	0.027393
3250	4	0.027385
3251	1	0.027376
3252	2	0.027368
3253	0	0.027359
3254	1	0.027351
3255	3	0.027343
3256	5	0.027641
3257	3	0.027633
3258	4	0.027624
3259	3	0.027616
3260	3	0.027607
3261	2	0.027599
3262	3	0.027590
3263	4	0.027582
3264	3	0.027574
3265	2	0.027565
3266	3	0.027557
3267	2	0.027548
3268	2	0.027540
3269	2	0.027531
3270	2	0.027523
3271	1	0.027515
3272	3	0.027506
3273	1	0.027498
3274	5	0.027795
3275	1	0.027786
3276	3	0.027778
3277	2	0.027769
3278	3	0.027761
3279	2	0.027752
3280	2	0.027744
3281	2	0.027735
3282	2	0.027727
3283	2	0.027719
3284	2	0.027710
3285	3	0.027702
3286	1	0.027693
3287	2	0.027685
3288	1	0.027676
3289	4	0.027668
3290	4	0.027660
3291	2	0.027651
3292	3	0.027643
3293	5	0.027938
3294	3	0.027930
3295	1	0.027921
3296	1	0.027913
3297	5	0.028207
3298	4	0.028199
3299	2	0.028190
3300	2	0.028182
3301	3	0.028173
3302	3	0.028165
3303	2	0.028156
3304	4	0.028148
3305	2	0.028139
3306	1	0.028131
3307	4	0.028122
3308	3	0.028114
3309	3	0.028105
3310	2	0.028097
3311	3	0.028088
3312	3	0.028080
3313	4	0.028071
3314	3	0.028063
3315	3	0.028054
3316	2	0.028046
3317	3	0.028037
3318	2	0.028029
3319	2	0.028020
3320	3	0.028012
3321	2	0.028004
3322	1	0.027995
3323	4	0.027987
3324	3	0.027978
3325	3	0.027970
3326	3	0.027962
3327	2	0.027953
3328	2	0.027945
3329	2	0.027936
3330	4	0.027928
3331	2	0.027920
3332	3	0.027911
3333	4	0.027903
3334	3	0.027894
3335	4	0.027886
3336	4	0.027878
3337	4	0.027869
3338	3	0.027861
3339	0	0.027853
3340	3	0.027844
3341	3	0.027836
3342	4	0.027828
3343	3	0.027819
3344	1	0.027811
3345	2	0.027803
3346	3	0.027794
3347	2	0.027786
3348	2	0.027778
3349	1	0.027769
3350	3	0.027761
3351	2	0.027753
3352	4	0.027745
3353	2	0.027736
3354	3	0.027728
3355	3	0.027720
3356	2	0.027712
3357	3	0.027703
3358	3	0.027695
3359	3	0.027687
3360	2	0.027679
3361	3	0.027670
3362	3	0.027662
3363	1	0.027654
3364	4	0.027646
3365	2	0.027637
3366	2	0.027629
3367	4	0.027621
3368	3	0.027613
3369	3	0.027605
3370	3	0.027596
3371	1	0.027588
3372	3	0.027580
3373	2	0.027572
3374	1	0.027564
3375	0	0.027556
3376	2	0.027547
3377	5	0.027835
3378	1	0.027827
3379	3	0.027819
3380	3	0.027811
3381	2	0.027802
3382	2	0.027794
3383	3	0.027786
3384	1	0.027778
3385	4	0.027770
3386	3	0.027761
3387	3	0.027753
3388	2	0.027745
3389	1	0.027737
3390	2	0.027729
3391	3	0.027720
3392	4	0.027712
3393	2	0.027704
3394	3	0.027696
3395	1	0.027688
3396	4	0.027680
3397	5	0.027966
3398	2	0.027958
3399	1	0.027949
3400	0	0.027941
3401	3	0.027933
3402	3	0.027925
3403	3	0.027917
3404	3	0.027908
3405	2	0.027900
3406	2	0.027892
3407	2	0.027884
3408	2	0.027876
3409	4	0.027867
3410	4	0.027859
3411	1	0.027851
3412	3	0.027843
3413	2	0.027835
3414	4	0.027827
3415	2	0.027818
3416	3	0.027810
3417	3	0.027802
3418	1	0.027794
3419	4	0.027786
3420	3	0.027778
3421	2	0.027770
3422	3	0.027762
3423	0	0.027753
3424	2	0.027745
3425	0	0.027737
3426	2	0.027729
3427	3	0.027721
3428	3	0.027713
3429	3	0.027705
3430	3	0.027697
3431	3	0.027689
3432	2	0.027681
3433	0	0.027673
3434	4	0.027665
3435	4	0.027656
3436	1	0.027648
3437	2	0.027640
3438	3	0.027632
3439	2	0.027624
3440	4	0.027616
3441	3	0.027608
3442	2	0.027600
3443	2	0.027592
3444	2	0.027584
3445	1	0.027576
3446	2	0.027568
3447	3	0.027560
3448	3	0.027552
3449	2	0.027544
3450	3	0.027536
3451	1	0.027528
3452	2	0.027520
3453	4	0.027512
3454	3	0.027504
3455	2	0.027496
3456	1	0.027488
3457	1	0.027480
3458	1	0.027473
3459	2	0.027465
3460	2	0.027457
3461	2	0.027449
3462	2	0.027441
3463	2	0.027433
3464	1	0.027425
3465	1	0.027417
3466	3	0.027409
3467	4	0.027401
3468	3	0.027393
3469	2	0.027385
3470	2	0.027378
3471	3	0.027370
3472	2	0.027362
3473	2	0.027354
3474	3	0.027346
3475	3	0.027338
3476	4	0.027330
3477	2	0.027322
3478	4	0.027315
3479	2	0.027307
3480	1	0.027299
3481	3	0.027291
3482	4	0.027283
3483	2	0.027275
3484	3	0.027268
3485	4	0.027260
3486	3	0.027252
3487	2	0.027244
3488	2	0.027236
3489	3	0.027228
3490	2	0.027221
3491	2	0.027213
3492	3	0.027205
3493	2	0.027197
3494	3	0.027189
3495	2	0.027182
3496	2	0.027174
3497	2	0.027166
3498	3	0.027158
3499	3	0.027151
3500	2	0.027143
3501	4	0.027135
3502	2	0.027127
3503	2	0.027120
3504	4	0.027112
3505	3	0.027104
3506	1	0.027096
3507	4	0.027089
3508	4	0.027081
3509	2	0.027073
3510	5	0.027350
3511	2	0.027343
3512	1	0.027335
3513	2	0.027327
3514	3	0.027319
3515	3	0.027312
3516	2	0.027304
3517	3	0.027296
3518	3	0.027288
3519	4	0.027280
3520	1	0.027273
3521	3	0.027265
3522	4	0.027257
3523	4	0.027250
3524	3	0.027242
3525	4	0.027234
3526	3	0.027226
3527	5	0.027502
3528	1	0.027494
3529	2	0.027487
3530	2	0.027479
3531	3	0.027471
3532	2	0.027463
3533	2	0.027455
3534	4	0.027448
3535	3	0.027440
3536	1	0.027432
3537	2	0.027424
3538	2	0.027417
3539	1	0.027409
3540	4	0.027401
3541	3	0.027393
3542	4	0.027386
3543	3	0.027378
3544	3	0.027370
3545	3	0.027362
3546	2	0.027355
3547	2	0.027347
3548	3	0.027339
3549	2	0.027332
3550	1	0.027324
3551	3	0.027316
3552	4	0.027309
3553	3	0.027301
3554	3	0.027293
3555	3	0.027286
3556	2	0.027278
3557	3	0.027270
3558	1	0.027263
3559	3	0.027255
3560	5	0.027528
3561	3	0.027520
3562	1	0.027513
3563	4	0.027505
3564	4	0.027497
3565	3	0.027489
3566	2	0.027482
3567	3	0.027474
3568	2	0.027466
3569	3	0.027459
3570	2	0.027451
3571	4	0.027443
3572	1	0.027436
3573	4	0.027428
3574	4	0.027420
3575	1	0.027413
3576	1	0.027405
3577	2	0.027397
3578	3	0.027390
3579	3	0.027382
3580	3	0.027374
3581	3	0.027367
3582	1	0.027359
3583	3	0.027351
3584	1	0.027344
3585	1	0.027336
3586	1	0.027328
3587	3	0.027321
3588	3	0.027313
3589	1	0.027306
3590	3	0.027298
3591	2	0.027290
3592	2	0.027283
3593	2	0.027275
3594	1	0.027268
3595	0	0.027260
3596	5	0.027531
3597	0	0.027523
3598	3	0.027515
3599	1	0.027508
3600	2	0.027500
3601	3	0.027492
3602	4	0.027485
3603	1	0.027477
3604	0	0.027469
3605	3	0.027462
3606	4	0.027454
3607	1	0.027447
3608	2	0.027439
3609	2	0.027431
3610	3	0.027424
3611	2	0.027416
3612	2	0.027409
3613	5	0.027678
3614	2	0.027670
3615	1	0.027663
3616	5	0.027931
3617	3	0.027924
3618	4	0.027916
3619	4	0.027908
3620	2	0.027901
3621	3	0.027893
3622	2	0.027885
3623	4	0.027877
3624	2	0.027870
3625	4	0.027862
3626	3	0.027854
3627	5	0.028122
3628	3	0.028115
3629	3	0.028107
3630	2	0.028099
3631	2	0.028091
3632	4	0.028084
3633	2	0.028076
3634	0	0.028068
3635	2	0.028061
3636	3	0.028053
3637	4	0.028045
3638	3	0.028037
3639	3	0.028030
3640	3	0.028022
3641	2	0.028014
3642	2	0.028007
3643	4	0.027999
3644	4	0.027991
3645	3	0.027984
3646	1	0.027976
3647	3	0.027968
3648	2	0.027961
3649	2	0.027953
3650	3	0.027945
3651	3	0.027938
3652	4	0.027930
3653	2	0.027922
3654	1	0.027915
3655	3	0.027907
3656	2	0.027899
3657	0	0.027892
3658	2	0.027884
3659	5	0.028150
3660	1	0.028142
3661	1	0.028134
3662	2	0.028127
3663	3	0.028119
3664	2	0.028111
3665	2	0.028104
3666	2	0.028096
3667	4	0.028088
3668	2	0.028081
3669	3	0.028073
3670	2	0.028065
3671	3	0.028058
3672	3	0.028050
3673	4	0.028042
3674	2	0.028035
3675	3	0.028027
3676	3	0.028020
3677	1	0.028012
3678	1	0.028004
3679	1	0.027997
3680	2	0.027989
3681	2	0.027982
3682	4	0.027974
3683	4	0.027966
3684	1	0.027959
3685	2	0.027951
3686	4	0.027944
3687	2	0.027936
3688	2	0.027928
3689	3	0.027921
3690	2	0.027913
3691	1	0.027906
3692	3	0.027898
3693	4	0.027891
3694	5	0.028154
3695	4	0.028146
3696	4	0.028139
3697	3	0.028131
3698	3	0.028123
3699	2	0.028116
3700	3	0.028108
3701	3	0.028101
3702	1	0.028093
3703	5	0.028355
3704	3	0.028348
3705	3	0.028340
3706	3	0.028332
3707	2	0.028325
3708	3	0.028317
3709	3	0.028310
3710	2	0.028302
3711	2	0.028294
3712	3	0.028287
3713	4	0.028279
3714	2	0.028271
3715	2	0.028264
3716	3	0.028256
3717	2	0.028249
3718	4	0.028241
3719	1	0.028233
3720	0	0.028226
3721	1	0.028218
3722	2	0.028211
3723	1	0.028203
3724	2	0.028195
3725	2	0.028188
3726	1	0.028180
3727	3	0.028173
3728	2	0.028165
3729	4	0.028158
3730	0	0.028150
3731	4	0.028143
3732	0	0.028135
3733	2	0.028128
3734	3	0.028120
3735	3	0.028112
3736	3	0.028105
3737	2	0.028097
3738	3	0.028090
3739	2	0.028082
3740	3	0.028075
3741	3	0.028067
3742	3	0.028060
3743	4	0.028052
3744	3	0.028045
3745	3	0.028037
3746	3	0.028030
3747	2	0.028022
3748	2	0.028015
3749	2	0.028007
3750	3	0.028000
3751	3	0.027993
3752	4	0.027985
3753	4	0.027978
3754	3	0.027970
3755	2	0.027963
3756	4	0.027955
3757	1	0.027948
3758	4	0.027940
3759	2	0.027933
3760	2	0.027926
3761	2	0.027918
3762	3	0.027911
3763	2	0.027903
3764	2	0.027896
3765	3	0.027888
3766	1	0.027881
3767	0	0.027874
3768	4	0.027866
3769	4	0.027859
3770	4	0.027851
3771	4	0.027844
3772	1	0.027837
3773	2	0.027829
3774	3	0.027822
3775	2	0.027815
3776	1	0.027807
3777	2	0.027800
3778	1	0.027792
3779	1	0.027785
3780	3	0.027778
3781	3	0.027770
3782	3	0.027763
3783	2	0.027756
3784	3	0.027748
3785	1	0.027741
3786	4	0.027734
3787	1	0.027726
3788	0	0.027719
3789	0	0.027712
3790	4	0.027704
3791	3	0.027697
3792	1	0.027690
3793	2	0.027683
3794	3	0.027675
3795	1	0.027668
3796	3	0.027661
3797	3	0.027653
3798	4	0.027646
3799	3	0.027639
3800	1	0.027632
3801	2	0.027624
3802	3	0.027617
3803	2	0.027610
3804	2	0.027603
3805	2	0.027595
3806	1	0.027588
3807	4	0.027581
3808	3	0.027574
3809	2	0.027566
3810	2	0.027559
3811	2	0.027552
3812	3	0.027545
3813	2	0.027537
3814	1	0.027530
3815	1	0.027523
3816	4	0.027516
3817	3	0.027509
3818	2	0.027501
3819	2	0.027494
3820	3	0.027487
3821	2	0.027480
3822	2	0.027473
3823	2	0.027465
3824	3	0.027458
3825	3	0.027451
3826	1	0.027444
3827	3	0.027437
3828	1	0.027429
3829	3	0.027422
3830	4	0.027415
3831	3	0.027408
3832	1	0.027401
3833	2	0.027394
3834	2	0.027387
3835	3	0.027379
3836	2	0.027372
3837	3	0.027365
3838	4	0.027358
3839	2	0.027351
3840	1	0.027344
3841	5	0.027597
3842	3	0.027590
3843	3	0.027583
3844	1	0.027575
3845	3	0.027568
3846	1	0.027561
3847	5	0.027814
3848	4	0.027807
3849	3	0.027799
3850	2	0.027792
3851	2	0.027785
3852	4	0.027778
3853	1	0.027771
3854	4	0.027763
3855	3	0.027756
3856	4	0.027749
3857	2	0.027742
3858	3	0.027735
3859	2	0.027727
3860	3	0.027720
3861	1	0.027713
3862	2	0.027706
3863	5	0.027958
3864	2	0.027950
3865	1	0.027943
3866	4	0.027936
3867	2	0.027929
3868	2	0.027921
3869	4	0.027914
3870	2	0.027907
3871	2	0.027900
3872	2	0.027893
3873	1	0.027885
3874	2	0.027878
3875	2	0.027871
3876	5	0.028122
3877	3	0.028115
3878	2	0.028107
3879	4	0.028100
3880	2	0.028093
3881	3	0.028086
3882	2	0.028078
3883	0	0.028071
3884	3	0.028064
3885	2	0.028057
3886	2	0.028049
3887	3	0.028042
3888	2	0.028035
3889	1	0.028028
3890	1	0.028021
3891	4	0.028013
3892	3	0.028006
3893	2	0.027999
3894	3	0.027992
3895	2	0.027985
3896	3	0.027977
3897	2	0.027970
3898	2	0.027963
3899	1	0.027956
3900	2	0.027949
3901	1	0.027942
3902	4	0.027934
3903	4	0.027927
3904	3	0.027920
3905	4	0.027913
3906	4	0.027906
3907	2	0.027899
3908	2	0.027892
3909	5	0.028140
3910	3	0.028133
3911	2	0.028126
3912	2	0.028119
3913	2	0.028111
3914	2	0.028104
3915	2	0.028097
3916	0	0.028090
3917	1	0.028083
3918	1	0.028076
3919	2	0.028068
3920	3	0.028061
3921	3	0.028054
3922	3	0.028047
3923	3	0.028040
3924	3	0.028033
3925	2	0.028025
3926	2	0.028018
3927	2	0.028011
3928	4	0.028004
3929	1	0.027997
3930	1	0.027990
3931	3	0.027983
3932	2	0.027976
3933	3	0.027968
3934	2	0.027961
3935	1	0.027954
3936	1	0.027947
3937	2	0.027940
3938	3	0.027933
3939	2	0.027926
3940	4	0.027919
3941	4	0.027912
3942	3	0.027905
3943	2	0.027898
3944	1	0.027890
3945	2	0.027883
3946	4	0.027876
3947	2	0.027869
3948	3	0.027862
3949	1	0.027855
3950	4	0.027848
3951	1	0.027841
3952	3	0.027834
3953	3	0.027827
3954	2	0.027820
3955	2	0.027813
3956	2	0.027806
3957	2	0.027799
3958	4	0.027792
3959	3	0.027785
3960	3	0.027778
3961	4	0.027771
3962	2	0.027764
3963	2	0.027757
3964	4	0.027750
3965	2	0.027743
3966	1	0.027736
3967	1	0.027729
3968	3	0.027722
3969	3	0.027715
3970	2	0.027708
3971	1	0.027701
3972	2	0.027694
3973	2	0.027687
3974	5	0.027932
3975	3	0.027925
3976	2	0.027918
3977	3	0.027910
3978	2	0.027903
3979	2	0.027896
3980	4	0.027889
3981	2	0.027882
3982	0	0.027875
3983	2	0.027868
3984	2	0.027861
3985	3	0.027854
3986	1	0.027847
3987	3	0.027840
3988	4	0.027834
3989	4	0.027827
3990	3	0.027820
3991	2	0.027813
3992	0	0.027806
3993	3	0.027799
3994	3	0.027792
3995	4	0.027785
3996	2	0.027778
3997	2	0.027771
3998	3	0.027764
3999	3	0.027757
4000	2	0.027750
4001	3	0.027743
4002	4	0.027736
4003	1	0.027729
4004	5	0.027972
4005	3	0.027965
4006	3	0.027958
4007	5	0.028201
4008	1	0.028194
4009	3	0.028187
4010	3	0.028180
4011	1	0.028173
4012	1	0.028166
4013	1	0.028158
4014	1	0.028151
4015	2	0.028144
4016	4	0.028137
4017	1	0.028130
4018	3	0.028123
4019	3	0.028116
4020	3	0.028109
4021	5	0.028351
4022	2	0.028344
4023	3	0.028337
4024	1	0.028330
4025	2	0.028323
4026	3	0.028316
4027	4	0.028309
4028	4	0.028302
4029	2	0.028295
4030	1	0.028288
4031	3	0.028281
4032	2	0.028274
4033	3	0.028267
4034	3	0.028260
4035	1	0.028253
4036	2	0.028246
4037	3	0.028239
4038	3	0.028232
4039	0	0.028225
4040	2	0.028218
4041	5	0.028458
4042	4	0.028451
4043	2	0.028444
4044	1	0.028437
4045	2	0.028430
4046	1	0.028423
4047	2	0.028416
4048	2	0.028409
4049	3	0.028402
4050	1	0.028395
4051	3	0.028388
4052	2	0.028381
4053	3	0.028374
4054	2	0.028367
4055	2	0.028360
4056	3	0.028353
4057	1	0.028346
4058	2	0.028339
4059	3	0.028332
4060	2	0.028325
4061	3	0.028318
4062	4	0.028311
4063	1	0.028304
4064	3	0.028297
4065	2	0.028290
4066	1	0.028283
4067	3	0.028276
4068	5	0.028515
4069	1	0.028508
4070	2	0.028501
4071	2	0.028494
4072	0	0.028487
4073	2	0.028480
4074	2	0.028473
4075	0	0.028466
4076	2	0.028459
4077	2	0.028452
4078	3	0.028445
4079	3	0.028438
4080	3	0.028431
4081	3	0.028424
4082	3	0.028417
4083	3	0.028410
4084	1	0.028404
4085	4	0.028397
4086	1	0.028390
4087	2	0.028383
4088	3	0.028376
4089	2	0.028369
4090	0	0.028362
4091	4	0.028355
4092	3	0.028348
4093	1	0.028341
4094	1	0.028334
4095	4	0.028327
4096	3	0.028320
4097	3	0.028313
4098	3	0.028306
4099	1	0.028300
4100	1	0.028293
4101	2	0.028286
4102	4	0.028279
4103	2	0.028272
4104	4	0.028265
4105	3	0.028258
4106	2	0.028251
4107	4	0.028244
4108	3	0.028238
4109	3	0.028231
4110	1	0.028224
4111	4	0.028217
4112	3	0.028210
4113	2	0.028203
4114	2	0.028196
4115	3	0.028190
4116	5	0.028426
4117	2	0.028419
4118	3	0.028412
4119	3	0.028405
4120	3	0.028398
4121	3	0.028391
4122	1	0.028384
4123	5	0.028620
4124	4	0.028613
4125	1	0.028606
4126	2	0.028599
4127	5	0.028835
4128	4	0.028828
4129	3	0.028821
4130	2	0.028814
4131	1	0.028807
4132	2	0.028800
4133	3	0.028793
4134	2	0.028786
4135	4	0.028779
4136	1	0.028772
4137	3	0.028765
4138	5	0.029000
4139	2	0.028993
4140	4	0.028986
4141	2	0.028979
4142	3	0.028972
4143	3	0.028965
4144	3	0.028958
4145	1	0.028951
4146	2	0.028944
4147	3	0.028937
4148	1	0.028930
4149	3	0.028923
4150	2	0.028916
4151	2	0.028909
4152	3	0.028902
4153	4	0.028895
4154	2	0.028888
4155	1	0.028881
4156	3	0.028874
4157	4	0.028867
4158	4	0.028860
4159	1	0.028853
4160	1	0.028846
4161	2	0.028839
4162	2	0.028832
4163	1	0.028825
4164	3	0.028818
4165	2	0.028812
4166	1	0.028805
4167	2	0.028798
4168	0	0.028791
4169	3	0.028784
4170	1	0.028777
4171	2	0.028770
4172	3	0.028763
4173	1	0.028756
4174	3	0.028749
4175	2	0.028743
4176	5	0.028975
4177	2	0.028968
4178	3	0.028961
4179	3	0.028954
4180	2	0.028947
4181	1	0.028940
4182	0	0.028934
4183	3	0.028927
4184	3	0.028920
4185	0	0.028913
4186	4	0.028906
4187	3	0.028899
4188	2	0.028892
4189	4	0.028885
4190	1	0.028878
4191	2	0.028871
4192	1	0.028865
4193	2	0.028858
4194	2	0.028851
4195	2	0.028844
4196	2	0.028837
4197	2	0.028830
4198	1	0.028823
4199	1	0.028816
4200	3	0.028810
4201	2	0.028803
4202	3	0.028796
4203	5	0.029027
4204	3	0.029020
4205	1	0.029013
4206	1	0.029006
4207	0	0.028999
4208	4	0.028992
4209	1	0.028986
4210	1	0.028979
4211	2	0.028972
4212	2	0.028965
4213	2	0.028958
4214	2	0.028951
4215	3	0.028944
4216	1	0.028937
4217	4	0.028931
4218	1	0.028924
4219	3	0.028917
4220	4	0.028910
4221	2	0.028903
4222	1	0.028896
4223	2	0.028889
4224	3	0.028883
4225	3	0.028876
4226	2	0.028869
4227	1	0.028862
4228	4	0.028855
4229	2	0.028848
4230	4	0.028842
4231	2	0.028835
4232	3	0.028828
4233	1	0.028821
4234	4	0.028814
4235	3	0.028808
4236	3	0.028801
4237	4	0.028794
4238	2	0.028787
4239	1	0.028780
4240	1	0.028774
4241	5	0.029003
4242	2	0.028996
4243	2	0.028989
4244	4	0.028982
4245	3	0.028975
4246	2	0.028968
4247	2	0.028962
4248	2	0.028955
4249	2	0.028948
4250	4	0.028941
4251	2	0.028934
4252	4	0.028928
4253	3	0.028921
4254	2	0.028914
4255	2	0.028907
4256	1	0.028900
4257	3	0.028894
4258	3	0.028887
4259	2	0.028880
4260	2	0.028873
4261	1	0.028866
4262	2	0.028860
4263	3	0.028853
4264	2	0.028846
4265	2	0.028839
4266	4	0.028833
4267	3	0.028826
4268	3	0.028819
4269	2	0.028812
4270	1	0.028806
4271	4	0.028799
4272	2	0.028792
4273	4	0.028785
4274	1	0.028779
4275	2	0.028772
4276	1	0.028765
4277	4	0.028758
4278	0	0.028752
4279	4	0.028745
4280	1	0.028738
4281	3	0.028732
4282	3	0.028725
4283	3	0.028718
4284	2	0.028711
4285	3	0.028705
4286	2	0.028698
4287	4	0.028691
4288	2	0.028685
4289	3	0.028678
4290	1	0.028671
4291	3	0.028665
4292	1	0.028658
4293	4	0.028651
