Run	gain	Running avg
2896	2	0.121892
2897	2	0.121850
2898	2	0.121808
2899	2	0.121766
2900	8	0.121724
2901	8	0.121682
2902	4	0.121640
2903	8	0.121598
2904	16	0.121901
2905	4	0.121859
2906	2	0.121817
2907	2	0.121775
2908	2	0.121733
2909	4	0.121691
2910	2	0.121649
2911	16	0.121951
2912	32	0.122253
2913	2	0.122211
2914	2	0.122169
2915	2	0.122127
2916	64	0.122428
2917	4	0.122386
2918	2	0.122344
2919	2	0.122302
2920	2	0.122260
2921	256	0.122561
2922	8	0.122519
2923	4	0.122477
2924	64	0.122777
2925	2	0.122735
2926	16	0.123035
2927	2	0.122993
2928	2	0.122951
2929	2	0.122909
2930	2	0.122867
2931	2	0.122825
2932	2	0.122783
2933	16	0.123082
2934	2	0.123040
2935	2	0.122998
2936	2	0.122956
2937	4	0.122915
2938	2	0.122873
2939	2	0.122831
2940	2	0.122789
2941	2	0.122747
2942	2	0.122706
2943	2	0.122664
2944	2	0.122622
2945	2	0.122581
2946	32	0.122878
2947	16	0.123176
2948	2	0.123134
2949	4	0.123093
2950	2	0.123051
2951	2	0.123009
2952	2	0.122967
2953	4	0.122926
2954	16	0.123223
2955	2	0.123181
2956	8	0.123139
2957	2	0.123098
2958	2	0.123056
2959	4	0.123015
2960	4	0.122973
2961	4	0.122931
2962	2	0.122890
2963	2	0.122848
2964	2	0.122807
2965	2	0.122766
2966	8	0.122724
2967	256	0.123020
2968	4	0.122978
2969	8	0.122937
2970	64	0.123232
2971	2	0.123191
2972	8	0.123149
2973	2	0.123108
2974	2	0.123067
2975	2	0.123025
2976	4	0.122984
2977	32	0.123278
2978	4	0.123237
2979	2	0.123196
2980	2	0.123154
2981	2	0.123113
2982	8	0.123072
2983	2	0.123031
2984	8	0.122989
2985	8	0.122948
2986	2	0.122907
2987	2	0.122866
2988	4	0.122825
2989	256	0.123118
2990	8	0.123077
2991	2	0.123036
2992	2	0.122995
2993	4	0.122954
2994	4	0.122912
2995	16	0.123205
2996	4	0.123164
2997	4	0.123123
2998	4	0.123082
2999	2	0.123041
3000	32	0.123333
3001	4	0.123292
3002	2	0.123251
3003	2	0.123210
3004	4	0.123169
3005	32	0.123461
3006	2	0.123420
3007	4	0.123379
3008	2	0.123338
3009	8	0.123297
3010	4	0.123256
3011	32	0.123547
3012	4	0.123506
3013	4	0.123465
3014	8	0.123424
3015	8	0.123383
3016	2	0.123342
3017	4	0.123301
3018	4	0.123260
3019	8	0.123220
3020	128	0.123510
3021	2	0.123469
3022	2	0.123428
3023	4	0.123387
3024	2	0.123347
3025	2	0.123306
3026	2	0.123265
3027	4	0.123224
3028	4	0.123184
3029	4	0.123143
3030	2	0.123102
3031	4	0.123062
3032	4	0.123021
3033	2	0.122981
3034	4	0.122940
3035	8	0.122900
3036	8	0.122859
3037	2	0.122819
3038	4	0.122778
3039	8	0.122738
3040	2	0.122697
3041	2	0.122657
3042	256	0.122945
3043	4	0.122905
3044	2	0.122865
3045	4	0.122824
3046	2	0.122784
3047	8	0.122744
3048	2	0.122703
3049	8	0.122663
3050	4	0.122623
3051	2	0.122583
3052	4	0.122543
3053	2	0.122502
3054	4	0.122462
3055	4	0.122422
3056	2	0.122382
3057	16	0.122669
3058	2	0.122629
3059	2	0.122589
3060	2	0.122549
3061	4	0.122509
3062	32	0.122796
3063	8	0.122755
3064	2	0.122715
3065	2	0.122675
3066	8	0.122635
3067	8	0.122595
3068	16	0.122881
3069	4	0.122841
3070	2	0.122801
3071	2	0.122761
3072	16	0.123047
3073	16	0.123332
3074	4	0.123292
3075	4	0.123252
3076	4	0.123212
3077	2	0.123172
3078	4	0.123132
3079	2	0.123092
3080	8	0.123052
3081	2	0.123012
3082	4	0.122972
3083	2	0.122932
3084	4	0.122892
3085	4	0.122853
3086	64	0.123137
3087	2	0.123097
3088	2	0.123057
3089	2	0.123017
3090	4	0.122977
3091	4	0.122938
3092	4	0.122898
3093	4	0.122858
3094	2	0.122818
3095	2	0.122779
3096	2	0.122739
3097	2	0.122699
3098	4	0.122660
3099	4	0.122620
3100	2	0.122581
3101	4	0.122541
3102	4	0.122502
3103	2	0.122462
3104	2	0.122423
3105	8	0.122383
3106	4	0.122344
3107	32	0.122626
3108	2	0.122587
3109	2	0.122547
3110	2	0.122508
3111	2	0.122469
3112	2	0.122429
3113	2	0.122390
3114	4	0.122351
3115	2	0.122311
3116	2	0.122272
3117	2	0.122233
3118	2	0.122194
3119	4	0.122155
3120	8	0.122115
3121	16	0.122397
3122	2	0.122357
3123	8	0.122318
3124	8	0.122279
3125	4	0.122240
3126	2	0.122201
3127	2	0.122162
3128	4	0.122123
3129	4	0.122084
3130	16	0.122364
3131	2	0.122325
3132	2	0.122286
3133	2	0.122247
3134	4	0.122208
3135	8	0.122169
3136	2	0.122130
3137	2	0.122091
3138	2	0.122052
3139	8	0.122013
3140	2	0.121975
3141	2	0.121936
3142	2	0.121897
3143	2	0.121858
3144	2	0.121819
3145	2	0.121781
3146	2	0.121742
3147	8	0.121703
3148	4	0.121665
3149	2	0.121626
3150	2	0.121587
3151	2	0.121549
3152	2	0.121510
3153	16	0.121789
3154	2	0.121750
3155	2	0.121712
3156	8	0.121673
3157	2	0.121634
3158	4	0.121596
3159	2	0.121557
3160	4	0.121519
3161	8	0.121481
3162	8	0.121442
3163	8	0.121404
3164	2	0.121365
3165	8	0.121327
3166	4	0.121289
3167	8	0.121250
3168	2	0.121212
3169	4	0.121174
3170	4	0.121136
3171	2	0.121097
3172	4	0.121059
3173	2	0.121021
3174	2	0.120983
3175	32	0.121260
3176	2	0.121222
3177	2	0.121184
3178	2	0.121145
3179	4	0.121107
3180	8	0.121069
3181	4	0.121031
3182	4	0.120993
3183	2	0.120955
3184	2	0.120917
3185	4	0.120879
3186	4	0.120841
3187	4	0.120803
3188	2	0.120765
3189	2	0.120728
3190	4	0.120690
3191	2	0.120652
3192	4	0.120614
3193	16	0.120889
3194	8	0.120852
3195	2	0.120814
3196	2	0.120776
3197	32	0.121051
3198	4	0.121013
3199	2	0.120975
3200	2	0.120938
3201	2	0.120900
3202	2	0.120862
3203	8	0.120824
3204	8	0.120787
3205	8	0.120749
3206	2	0.120711
3207	8	0.120674
3208	16	0.120948
3209	8	0.120910
3210	16	0.121184
3211	8	0.121146
3212	2	0.121108
3213	2	0.121071
3214	2	0.121033
3215	8	0.120995
3216	2	0.120958
3217	2	0.120920
3218	2	0.120883
3219	2	0.120845
3220	8	0.120807
3221	2	0.120770
3222	4	0.120732
3223	2	0.120695
3224	2	0.120658
3225	2	0.120620
3226	2	0.120583
3227	2	0.120545
3228	2	0.120508
3229	8	0.120471
3230	2	0.120433
3231	2	0.120396
3232	2	0.120359
3233	4	0.120322
3234	8	0.120284
3235	2	0.120247
3236	4	0.120210
3237	2	0.120173
3238	8	0.120136
3239	2	0.120099
3240	128	0.120370
3241	128	0.120642
3242	2	0.120605
3243	2	0.120567
3244	2	0.120530
3245	2	0.120493
3246	2	0.120456
3247	2	0.120419
3248	4	0.120382
3249	64	0.120653
3250	4	0.120615
3251	8	0.120578
3252	2	0.120541
3253	2	0.120504
3254	2	0.120467
3255	2	0.120430
3256	4	0.120393
3257	8	0.120356
3258	2	0.120319
3259	4	0.120282
3260	2	0.120245
3261	2	0.120209
3262	2	0.120172
3263	4	0.120135
3264	2	0.120098
3265	32	0.120368
3266	2	0.120331
3267	2	0.120294
3268	8	0.120257
3269	2	0.120220
3270	4	0.120183
3271	4	0.120147
3272	2	0.120110
3273	4	0.120073
3274	16	0.120342
3275	4	0.120305
3276	4	0.120269
3277	32	0.120537
3278	2	0.120500
3279	16	0.120769
3280	8	0.120732
3281	4	0.120695
3282	2	0.120658
3283	2	0.120621
3284	8	0.120585
3285	2	0.120548
3286	2	0.120511
3287	4	0.120475
3288	2	0.120438
3289	2	0.120401
3290	2	0.120365
3291	4	0.120328
3292	4	0.120292
3293	2	0.120255
3294	2	0.120219
3295	8	0.120182
3296	2	0.120146
3297	2	0.120109
3298	2	0.120073
3299	2	0.120036
3300	2	0.120000
3301	2	0.119964
3302	4	0.119927
3303	4	0.119891
3304	2	0.119855
3305	8	0.119818
3306	4	0.119782
3307	2	0.119746
3308	8	0.119710
3309	2	0.119674
3310	2	0.119637
3311	2	0.119601
3312	2	0.119565
3313	4	0.119529
3314	2	0.119493
3315	2	0.119457
3316	2	0.119421
3317	2	0.119385
3318	4	0.119349
3319	2	0.119313
3320	2	0.119277
3321	2	0.119241
3322	2	0.119205
3323	2	0.119169
3324	2	0.119134
3325	32	0.119398
3326	2	0.119363
3327	16	0.119627
3328	16	0.119892
3329	4	0.119856
3330	4	0.119820
3331	8	0.119784
3332	16	0.120048
3333	2	0.120012
3334	8	0.119976
3335	2	0.119940
3336	8	0.119904
3337	2	0.119868
3338	16	0.120132
3339	2	0.120096
3340	32	0.120359
3341	16	0.120623
3342	4	0.120586
3343	2	0.120550
3344	2	0.120514
3345	16	0.120777
3346	8	0.120741
3347	4	0.120705
3348	2	0.120669
3349	4	0.120633
3350	2	0.120597
3351	32	0.120859
3352	32	0.121122
3353	2	0.121086
3354	4	0.121049
3355	4	0.121013
3356	8	0.120977
3357	2	0.120941
3358	2	0.120905
3359	2	0.120869
3360	16	0.121131
3361	2	0.121095
3362	2	0.121059
3363	2	0.121023
3364	2	0.120987
3365	32	0.121248
3366	2	0.121212
3367	2	0.121176
3368	8	0.121140
3369	16	0.121401
3370	4	0.121365
3371	2	0.121329
3372	2	0.121293
3373	2	0.121257
3374	2	0.121221
3375	16	0.121481
3376	2	0.121445
3377	4	0.121410
3378	4	0.121374
3379	2	0.121338
3380	4	0.121302
3381	4	0.121266
3382	32	0.121526
3383	2	0.121490
3384	16	0.121749
3385	4	0.121713
3386	4	0.121677
3387	8	0.121642
3388	2	0.121606
3389	2	0.121570
3390	4	0.121534
3391	2	0.121498
3392	2	0.121462
3393	2	0.121426
3394	2	0.121391
3395	2	0.121355
3396	2	0.121319
3397	2	0.121283
3398	2	0.121248
3399	2	0.121212
3400	4	0.121176
3401	16	0.121435
3402	2	0.121399
3403	4	0.121364
3404	2	0.121328
3405	32	0.121586
3406	2	0.121550
3407	4	0.121515
3408	2	0.121479
3409	2	0.121443
3410	2	0.121408
3411	2	0.121372
3412	2	0.121336
3413	2	0.121301
3414	2	0.121265
3415	2	0.121230
3416	2	0.121194
3417	2	0.121159
3418	8	0.121123
3419	8	0.121088
3420	2	0.121053
3421	2	0.121017
3422	16	0.121274
3423	8	0.121239
3424	2	0.121203
3425	2	0.121168
3426	2	0.121133
3427	2	0.121097
3428	2	0.121062
3429	2	0.121027
3430	4	0.120991
3431	4	0.120956
3432	8	0.120921
3433	2	0.120886
3434	8	0.120850
3435	16	0.121106
3436	2	0.121071
3437	2	0.121036
3438	4	0.121001
3439	2	0.120965
3440	8	0.120930
3441	2	0.120895
3442	4	0.120860
3443	2	0.120825
3444	4	0.120790
3445	2	0.120755
3446	2	0.120720
3447	2	0.120685
3448	32	0.120940
3449	8	0.120905
3450	2	0.120870
3451	2	0.120835
3452	2	0.120800
3453	8	0.120765
3454	2	0.120730
3455	4	0.120695
3456	2	0.120660
3457	8	0.120625
3458	16	0.120879
3459	2	0.120844
3460	4	0.120809
3461	16	0.121063
3462	2	0.121028
3463	4	0.120993
3464	2	0.120958
3465	2	0.120924
3466	32	0.121177
3467	2	0.121142
3468	2	0.121107
3469	16	0.121361
3470	2	0.121326
3471	2	0.121291
3472	2	0.121256
3473	4	0.121221
3474	2	0.121186
3475	8	0.121151
3476	2	0.121116
3477	2	0.121081
3478	2	0.121047
3479	512	0.121299
3480	4	0.121264
3481	2	0.121230
3482	2	0.121195
3483	8	0.121160
3484	2	0.121125
3485	8	0.121090
3486	2	0.121056
3487	8	0.121021
3488	4	0.120986
3489	4	0.120952
3490	2	0.120917
3491	4	0.120882
3492	4	0.120848
3493	2	0.120813
3494	128	0.121065
3495	2	0.121030
3496	4	0.120995
3497	4	0.120961
3498	8	0.120926
3499	8	0.120892
3500	8	0.120857
3501	4	0.120823
3502	2	0.120788
3503	32	0.121039
3504	2	0.121005
3505	2	0.120970
3506	2	0.120936
3507	2	0.120901
3508	2	0.120867
3509	32	0.121117
3510	2	0.121083
3511	4	0.121048
3512	16	0.121298
3513	4	0.121264
3514	2	0.121229
3515	4	0.121195
3516	4	0.121160
3517	4	0.121126
3518	4	0.121092
3519	2	0.121057
3520	2	0.121023
3521	4	0.120988
3522	4	0.120954
3523	32	0.121204
3524	2	0.121169
3525	4	0.121135
3526	128	0.121384
3527	2	0.121350
3528	4	0.121315
3529	64	0.121564
3530	2	0.121530
3531	4	0.121495
3532	4	0.121461
3533	64	0.121710
3534	2	0.121675
3535	8	0.121641
3536	4	0.121606
3537	4	0.121572
3538	2	0.121538
3539	4	0.121503
3540	2	0.121469
3541	2	0.121435
3542	4	0.121400
3543	2	0.121366
3544	2	0.121332
3545	16	0.121580
3546	2	0.121545
3547	2	0.121511
3548	4	0.121477
3549	32	0.121724
3550	2	0.121690
3551	2	0.121656
3552	8	0.121622
3553	2	0.121587
3554	2	0.121553
3555	2	0.121519
3556	4	0.121485
3557	4	0.121451
3558	4	0.121417
3559	8	0.121382
3560	2	0.121348
3561	64	0.121595
3562	2	0.121561
3563	2	0.121527
3564	128	0.121773
3565	1024	0.122020
3566	2	0.121985
3567	4	0.121951
3568	8	0.121917
3569	2	0.121883
3570	2	0.121849
3571	2	0.121815
3572	8	0.121781
3573	2	0.121746
3574	2	0.121712
3575	128	0.121958
3576	8	0.121924
3577	2	0.121890
3578	2	0.121856
3579	2	0.121822
3580	64	0.122067
3581	2	0.122033
3582	2	0.121999
3583	128	0.122244
3584	2	0.122210
3585	4	0.122176
3586	2	0.122142
3587	2	0.122108
3588	2	0.122074
3589	8	0.122040
3590	8	0.122006
3591	2	0.121972
3592	2	0.121938
3593	4	0.121904
3594	8	0.121870
3595	2	0.121836
3596	4	0.121802
3597	2	0.121768
3598	8	0.121734
3599	4	0.121700
3600	8	0.121667
3601	2	0.121633
3602	2	0.121599
3603	2	0.121565
3604	16	0.121809
3605	2	0.121775
3606	2	0.121742
3607	2	0.121708
3608	4	0.121674
3609	2	0.121640
3610	2	0.121607
3611	2	0.121573
3612	4	0.121539
3613	2	0.121506
3614	2	0.121472
3615	2	0.121438
3616	2	0.121405
3617	2	0.121371
3618	2	0.121338
3619	2	0.121304
3620	4	0.121271
3621	2	0.121237
3622	2	0.121204
3623	64	0.121446
3624	32	0.121689
3625	2	0.121655
3626	4	0.121622
3627	8	0.121588
3628	4	0.121555
3629	2	0.121521
3630	2	0.121488
3631	8	0.121454
3632	2	0.121421
3633	2	0.121387
3634	2	0.121354
3635	4	0.121320
3636	2	0.121287
3637	2	0.121254
3638	2	0.121220
3639	2	0.121187
3640	2	0.121154
3641	2	0.121121
3642	2	0.121087
3643	2	0.121054
3644	4	0.121021
3645	2	0.120988
3646	2	0.120954
3647	8	0.120921
3648	4	0.120888
3649	8	0.120855
3650	4	0.120822
3651	4	0.120789
3652	2	0.120756
3653	2	0.120723
3654	2	0.120690
3655	4	0.120657
3656	4	0.120624
3657	4	0.120591
3658	64	0.120831
3659	2	0.120798
3660	16	0.121038
3661	4	0.121005
3662	4	0.120972
3663	4	0.120939
3664	8	0.120906
3665	2	0.120873
3666	2	0.120840
3667	32	0.121080
3668	2	0.121047
3669	2	0.121014
3670	2	0.120981
3671	64	0.121220
3672	2	0.121187
3673	4	0.121154
3674	2	0.121121
3675	16	0.121361
3676	8	0.121328
3677	32	0.121566
3678	16	0.121805
3679	4	0.121772
3680	2	0.121739
3681	2	0.121706
3682	4	0.121673
3683	2	0.121640
3684	16	0.121878
3685	128	0.122117
3686	8	0.122084
3687	2	0.122050
3688	2	0.122017
3689	8	0.121984
3690	2	0.121951
3691	2	0.121918
3692	2	0.121885
3693	2	0.121852
3694	2	0.121819
3695	2	0.121786
3696	4	0.121753
3697	2	0.121720
3698	2	0.121687
3699	4	0.121655
3700	2	0.121622
3701	2	0.121589
3702	64	0.121826
3703	4	0.121793
3704	32	0.122030
3705	2	0.121997
3706	2	0.121964
3707	2	0.121931
3708	2	0.121899
3709	8	0.121866
3710	2	0.121833
3711	4	0.121800
3712	4	0.121767
3713	8	0.121734
3714	2	0.121702
3715	2	0.121669
3716	4	0.121636
3717	2	0.121603
3718	2	0.121571
3719	4	0.121538
3720	2	0.121505
3721	2	0.121473
3722	128	0.121709
3723	4	0.121676
3724	2	0.121643
3725	32	0.121879
3726	8	0.121846
3727	2	0.121814
3728	8	0.121781
3729	2	0.121748
3730	4	0.121716
3731	2	0.121683
3732	2	0.121651
3733	2	0.121618
3734	4	0.121585
3735	2	0.121553
3736	2	0.121520
3737	2	0.121488
3738	2	0.121455
3739	64	0.121690
3740	4	0.121658
3741	4	0.121625
3742	2	0.121593
3743	2	0.121560
3744	64	0.121795
3745	8	0.121762
3746	8	0.121730
3747	2	0.121697
3748	2	0.121665
3749	8	0.121632
3750	2	0.121600
3751	2	0.121568
3752	8	0.121535
3753	8	0.121503
3754	2	0.121470
3755	4	0.121438
3756	2	0.121406
3757	4	0.121373
3758	4096	0.121607
3759	2	0.121575
3760	2	0.121543
3761	2	0.121510
3762	8	0.121478
3763	2	0.121446
3764	4	0.121413
3765	4	0.121381
3766	2	0.121349
3767	2	0.121317
3768	32	0.121550
3769	2	0.121518
3770	2	0.121485
3771	2	0.121453
3772	2	0.121421
3773	16	0.121654
3774	32	0.121887
3775	64	0.122119
3776	128	0.122352
3777	8	0.122319
3778	2	0.122287
3779	4	0.122255
3780	16	0.122487
3781	2	0.122454
3782	2	0.122422
3783	2	0.122390
3784	4	0.122357
3785	2	0.122325
3786	2	0.122293
3787	4	0.122260
3788	2	0.122228
3789	64	0.122460
3790	2	0.122427
3791	2	0.122395
3792	4	0.122363
3793	4	0.122331
3794	2	0.122298
3795	2	0.122266
3796	2	0.122234
3797	16	0.122465
3798	8	0.122433
3799	2	0.122401
3800	8	0.122368
3801	2	0.122336
3802	2	0.122304
3803	64	0.122535
3804	2	0.122503
3805	2	0.122470
3806	16	0.122701
3807	4	0.122669
3808	2	0.122637
3809	16	0.122867
3810	2	0.122835
3811	4	0.122802
3812	512	0.123033
3813	2	0.123000
3814	2	0.122968
3815	8	0.122936
3816	4	0.122904
3817	2	0.122871
3818	4	0.122839
3819	2	0.122807
3820	8	0.122775
3821	2	0.122743
3822	2	0.122711
3823	2	0.122679
3824	2	0.122646
3825	2	0.122614
3826	2	0.122582
3827	2	0.122550
3828	8	0.122518
3829	4	0.122486
3830	2	0.122454
3831	4	0.122422
3832	2	0.122390
3833	2	0.122358
3834	2	0.122327
3835	4	0.122295
3836	4	0.122263
3837	8	0.122231
3838	4	0.122199
3839	16	0.122428
3840	2	0.122396
3841	2	0.122364
3842	2	0.122332
3843	8	0.122300
3844	4	0.122268
3845	64	0.122497
3846	4	0.122465
3847	16	0.122693
3848	2	0.122661
3849	2	0.122629
3850	2	0.122597
3851	4	0.122566
3852	2	0.122534
3853	32	0.122761
3854	2	0.122730
3855	4	0.122698
3856	8	0.122666
3857	4	0.122634
3858	8	0.122602
3859	2	0.122571
3860	2	0.122539
3861	4	0.122507
3862	2	0.122475
3863	8	0.122444
3864	2	0.122412
3865	2	0.122380
3866	2	0.122349
3867	128	0.122576
3868	16	0.122802
3869	4	0.122771
3870	2	0.122739
3871	2	0.122707
3872	8	0.122676
3873	64	0.122902
3874	2	0.122870
3875	4	0.122839
3876	4	0.122807
3877	64	0.123033
3878	4	0.123002
3879	8	0.122970
3880	4	0.122938
3881	8	0.122906
3882	4	0.122875
3883	2	0.122843
3884	4	0.122812
3885	2	0.122780
3886	2	0.122748
3887	2	0.122717
3888	2	0.122685
3889	32	0.122911
3890	2	0.122879
3891	2	0.122848
3892	4	0.122816
3893	4	0.122784
3894	4	0.122753
3895	8	0.122721
3896	2	0.122690
3897	8	0.122658
3898	4	0.122627
3899	8	0.122596
3900	2	0.122564
3901	4	0.122533
3902	2	0.122501
3903	4	0.122470
3904	8	0.122439
3905	2	0.122407
3906	2	0.122376
3907	16	0.122600
3908	8	0.122569
3909	4	0.122538
3910	8	0.122506
3911	2	0.122475
3912	2	0.122444
3913	2	0.122412
3914	2	0.122381
3915	2	0.122350
3916	8	0.122319
3917	2	0.122287
3918	1024	0.122511
3919	4	0.122480
3920	8	0.122449
3921	2	0.122418
3922	2	0.122387
3923	4	0.122355
3924	4	0.122324
3925	2	0.122293
3926	4	0.122262
3927	4	0.122231
3928	2	0.122200
3929	2	0.122168
3930	64	0.122392
3931	2	0.122361
3932	2	0.122330
3933	4	0.122298
3934	2	0.122267
3935	2	0.122236
3936	2	0.122205
3937	2	0.122174
3938	2	0.122143
3939	4	0.122112
3940	16	0.122335
3941	2	0.122304
3942	4	0.122273
3943	64	0.122496
3944	2	0.122465
3945	2	0.122433
3946	4	0.122402
3947	2	0.122371
3948	4	0.122340
3949	2	0.122309
3950	4	0.122278
3951	4	0.122248
3952	4	0.122217
3953	2	0.122186
3954	2	0.122155
3955	2	0.122124
3956	2	0.122093
3957	8	0.122062
3958	2	0.122031
3959	4	0.122001
3960	4	0.121970
3961	128	0.122191
3962	2	0.122161
3963	2	0.122130
3964	2	0.122099
3965	8	0.122068
3966	16	0.122289
3967	8	0.122259
3968	2	0.122228
3969	32	0.122449
3970	2	0.122418
3971	2	0.122387
3972	2	0.122356
3973	2	0.122326
3974	2	0.122295
3975	2	0.122264
3976	2	0.122233
3977	2	0.122203
3978	2	0.122172
3979	4	0.122141
3980	2	0.122111
3981	4	0.122080
3982	4	0.122049
3983	2	0.122019
3984	8	0.121988
3985	2	0.121957
3986	16	0.122178
3987	8	0.122147
3988	8	0.122116
3989	2	0.122086
3990	2	0.122055
3991	2	0.122025
3992	2	0.121994
3993	2	0.121963
3994	4	0.121933
3995	8	0.121902
3996	2	0.121872
3997	2	0.121841
3998	2	0.121811
3999	4	0.121780
4000	4	0.121750
4001	4	0.121720
4002	2	0.121689
4003	16	0.121909
4004	2	0.121878
4005	16	0.122097
4006	4	0.122067
4007	2	0.122036
4008	2	0.122006
4009	4	0.121976
4010	2	0.121945
4011	2	0.121915
4012	4	0.121884
4013	4	0.121854
4014	2	0.121824
4015	16	0.122042
4016	8	0.122012
4017	4	0.121982
4018	4	0.121951
4019	2	0.121921
4020	2	0.121891
4021	2	0.121860
4022	4	0.121830
4023	2	0.121800
4024	2	0.121769
4025	2	0.121739
4026	16	0.121957
4027	2	0.121927
4028	2	0.121897
4029	4	0.121866
4030	2	0.121836
4031	2	0.121806
4032	2	0.121776
4033	4	0.121746
4034	2	0.121715
4035	8	0.121685
4036	4	0.121655
4037	4	0.121625
4038	4	0.121595
4039	2	0.121565
4040	8	0.121535
4041	4	0.121505
4042	2	0.121475
4043	4	0.121444
4044	16	0.121662
4045	2	0.121632
4046	64	0.121849
4047	2	0.121819
4048	4	0.121789
4049	2	0.121758
4050	8	0.121728
4051	2	0.121698
4052	2	0.121668
4053	2	0.121638
4054	8	0.121608
4055	4	0.121578
4056	4	0.121548
4057	2	0.121518
4058	2	0.121488
4059	2	0.121458
4060	4	0.121429
4061	8	0.121399
4062	2	0.121369
4063	2	0.121339
4064	4	0.121309
4065	2	0.121279
4066	16	0.121495
4067	2	0.121465
4068	2	0.121436
4069	4	0.121406
4070	4	0.121376
4071	2	0.121346
4072	2	0.121316
4073	4	0.121287
4074	4	0.121257
4075	4	0.121227
4076	4	0.121197
4077	2	0.121168
4078	4	0.121138
4079	4	0.121108
4080	2	0.121078
4081	2	0.121049
4082	8	0.121019
4083	2	0.120989
4084	2	0.120960
4085	8	0.120930
4086	2	0.120901
4087	2	0.120871
4088	16	0.121086
4089	4	0.121056
4090	4	0.121027
4091	2	0.120997
4092	16	0.121212
4093	2	0.121183
4094	2	0.121153
4095	2	0.121123
4096	4	0.121094
4097	2	0.121064
4098	2	0.121035
4099	16	0.121249
4100	2	0.121220
4101	2	0.121190
4102	2	0.121160
4103	8	0.121131
4104	4	0.121101
4105	2	0.121072
4106	16	0.121286
4107	4	0.121256
4108	2	0.121227
4109	2	0.121197
4110	4	0.121168
4111	2	0.121138
4112	2	0.121109
4113	2	0.121080
4114	2	0.121050
4115	4	0.121021
4116	64	0.121234
4117	16	0.121448
4118	2	0.121418
4119	4	0.121389
4120	2	0.121359
4121	2	0.121330
4122	2	0.121300
4123	4	0.121271
4124	2	0.121242
4125	4	0.121212
4126	2	0.121183
4127	4	0.121153
4128	64	0.121366
4129	2	0.121337
4130	4	0.121308
4131	2	0.121278
4132	4	0.121249
4133	4	0.121219
4134	4	0.121190
4135	16	0.121403
4136	256	0.121615
4137	4	0.121586
4138	8	0.121556
4139	8	0.121527
4140	32	0.121739
4141	4	0.121710
4142	4	0.121680
4143	2	0.121651
4144	8	0.121622
4145	64	0.121834
4146	4	0.121804
4147	8	0.121775
4148	8	0.121745
4149	2	0.121716
4150	4	0.121687
4151	4	0.121657
4152	8	0.121628
4153	16	0.121840
4154	2	0.121810
4155	2	0.121781
4156	4	0.121752
4157	2	0.121722
4158	2	0.121693
4159	8	0.121664
4160	4	0.121635
4161	8	0.121605
4162	2	0.121576
4163	16	0.121787
4164	2	0.121758
4165	2	0.121729
4166	4	0.121699
4167	4	0.121670
4168	4	0.121641
4169	2	0.121612
4170	4	0.121583
4171	4	0.121554
4172	4	0.121524
4173	2	0.121495
4174	32	0.121706
4175	2	0.121677
4176	2	0.121648
4177	2	0.121618
4178	2	0.121589
4179	2	0.121560
4180	4	0.121531
4181	4	0.121502
4182	2	0.121473
4183	32	0.121683
4184	4	0.121654
4185	2	0.121625
4186	4	0.121596
4187	16	0.121806
4188	16	0.122015
4189	2	0.121986
4190	2	0.121957
4191	2	0.121928
4192	4	0.121899
4193	2	0.121870
4194	2	0.121841
4195	2	0.121812
4196	16	0.122021
4197	2	0.121992
4198	2	0.121963
4199	4	0.121934
4200	4	0.121905
4201	4	0.121876
4202	2	0.121847
4203	2	0.121818
4204	4	0.121789
4205	4	0.121760
4206	2	0.121731
4207	4	0.121702
4208	16	0.121911
4209	4	0.121882
4210	2	0.121853
4211	2	0.121824
4212	4	0.121795
4213	8	0.121766
4214	2	0.121737
4215	8	0.121708
4216	4	0.121679
4217	2	0.121650
4218	2	0.121622
4219	2	0.121593
4220	2	0.121564
4221	2	0.121535
4222	2	0.121506
4223	8	0.121478
4224	8	0.121449
4225	2	0.121420
4226	128	0.121628
4227	4	0.121599
4228	2	0.121570
4229	2	0.121542
4230	16	0.121749
4231	2	0.121721
4232	16	0.121928
4233	2	0.121899
4234	2	0.121871
4235	2	0.121842
4236	4	0.121813
4237	8	0.121784
4238	2	0.121756
4239	2	0.121727
4240	8	0.121698
4241	8	0.121669
4242	16	0.121876
4243	2	0.121848
4244	2	0.121819
4245	16	0.122026
4246	2	0.121997
4247	32	0.122204
4248	4	0.122175
4249	4	0.122146
4250	2	0.122118
4251	4	0.122089
4252	2	0.122060
4253	4	0.122032
4254	2	0.122003
4255	16	0.122209
4256	4	0.122180
4257	4	0.122152
4258	4	0.122123
4259	2	0.122094
4260	2	0.122066
4261	4	0.122037
4262	8	0.122008
4263	128	0.122214
4264	2	0.122186
4265	4	0.122157
4266	2	0.122128
4267	2	0.122100
4268	2	0.122071
4269	8	0.122043
4270	2	0.122014
4271	2	0.121985
4272	2	0.121957
4273	4	0.121928
4274	8	0.121900
4275	2	0.121871
4276	2	0.121843
4277	2	0.121814
4278	2	0.121786
4279	4	0.121757
4280	16	0.121963
4281	2	0.121934
4282	2	0.121906
4283	2	0.121877
4284	2	0.121849
4285	2	0.121820
4286	16	0.122025
4287	2	0.121997
4288	4	0.121968
4289	2	0.121940
4290	4	0.121911
4291	8	0.121883
4292	4	0.121855
4293	2	0.121826
